Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Norway,25,-2147483648,-2147483648,25,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
U.A.E.,21,-2147483648,5,16,-2147483648,,2,2020-03-03T02:21:16.6698390Z
Austria,18,-2147483648,-2147483648,18,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Netherlands,18,-2147483648,-2147483648,18,-2147483648,,1,2020-03-03T02:21:16.6698390Z
Vietnam,16,-2147483648,16,0,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Sweden,15,-2147483648,-2147483648,15,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Lebanon,13,-2147483648,-2147483648,13,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Israel,12,-2147483648,1,11,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Macao,10,-2147483648,6,4,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Iceland,9,-2147483648,-2147483648,9,3,,-2147483648,2020-03-03T02:21:16.6698390Z
San Marino,8,1,-2147483648,7,-2147483648,,1,2020-03-03T02:21:16.6698390Z
Belgium,8,-2147483648,1,7,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Croatia,8,-2147483648,-2147483648,8,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Finland,7,-2147483648,1,6,1,,-2147483648,2020-03-03T02:21:16.6698390Z
Greece,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Qatar,7,-2147483648,-2147483648,7,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Ecuador,6,-2147483648,-2147483648,6,-2147483648,,1,2020-03-03T02:21:16.6698390Z
India,6,-2147483648,3,3,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Mexico,6,-2147483648,1,5,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Oman,6,-2147483648,2,4,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Algeria,5,-2147483648,-2147483648,5,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Pakistan,5,-2147483648,-2147483648,5,1,,-2147483648,2020-03-03T02:21:16.6698390Z
Czechia,4,-2147483648,-2147483648,4,1,,-2147483648,2020-03-03T02:21:16.6698390Z
Denmark,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Russia,3,-2147483648,2,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Egypt,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Indonesia,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Portugal,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Andorra,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Jordan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Latvia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Morocco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Saudi Arabia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Senegal,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Tunisia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-03T02:21:16.6698390Z
Total:,90927,3125,48137,39665,609,38,7094,2020-03-03T02:21:16.6698390Z
