Country,TotalCases,TotalDeaths,TotalRecovered,ActiveCases,NewCases,NewDeaths,SeriousAndCritical,LastUpdated
Denmark,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Pakistan,4,-2147483648,-2147483648,4,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Philippines,3,1,2,0,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Algeria,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Azerbaijan,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Czechia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Georgia,3,-2147483648,-2147483648,3,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Romania,3,-2147483648,1,2,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Russia,3,-2147483648,2,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Brazil,2,-2147483648,-2147483648,2,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Egypt,2,-2147483648,1,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Indonesia,2,-2147483648,-2147483648,2,2,,-2147483648,2020-03-02T19:20:34.5698520Z
Portugal,2,-2147483648,-2147483648,2,2,,-2147483648,2020-03-02T19:20:34.5698520Z
Afghanistan,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Andorra,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Armenia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Belarus,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Cambodia,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Dominican Republic,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Estonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Ireland,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Jordan,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Latvia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Lithuania,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Luxembourg,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
North Macedonia,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Monaco,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Nepal,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
New Zealand,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Nigeria,1,-2147483648,-2147483648,1,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Saudi Arabia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Senegal,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Sri Lanka,1,-2147483648,1,0,-2147483648,,-2147483648,2020-03-02T19:20:34.5698520Z
Tunisia,1,-2147483648,-2147483648,1,1,,-2147483648,2020-03-02T19:20:34.5698520Z
Total:,90294,3086,45705,41503,1906,77,7398,2020-03-02T19:20:34.5698520Z
